stock,OP,CP,name,total,last,align_y,align_t,slope,5 score,10 score,20 score,30 score,60 score,5 win rate,10 win rate,20 win rate,30 win rate,60 win rate,5 HP,10 HP,20 HP,30 HP,60 HP,5 LP,10 LP,20 LP,30 LP,60 LP,avr5_td
2330,583.0,590.0,Body2+,8,badec,20>60>5,20>60>5,slp<0,-2.3063094412693452,-2.794940655228592,0.519259601317284,2.1149912426917994,5.961609205925634,0.375,0.375,0.375,0.625,0.5,-1.0014218135650843,-1.2864610985307503,1.4205780362868583,3.544520065169468,7.050683027675612,-3.265062044060529,-3.5925695359491447,-0.7345391079915573,0.9875807651879499,4.917156343196607,582.4
2317,111.0,113.0,Body+,273,badce,20>60>5,20>60>5,slp<0,-0.2512468498846805,-0.7034519392702171,-0.9755946634661079,-0.9720920876737612,0.7500043099898305,0.4358974358974359,0.43223443223443225,0.4249084249084249,0.43223443223443225,0.45054945054945056,1.2475404161635912,0.6940588943548612,0.5005997295765116,0.41221968772109285,2.3080691848226658,-1.2974967826431925,-1.8251320188052311,-2.0502577453468365,-2.0826204005172095,-0.45956355032677393,111.20000000000002
2454,924.0,934.0,Body2+,21,abedc,60>20>5,60>20>5,slp<0,-0.6582562480351363,-3.7584743431186856,-3.4861725146038274,0.5963247499929081,4.651848003645556,0.38095238095238093,0.42857142857142855,0.42857142857142855,0.23809523809523808,0.47619047619047616,0.739029870189949,-2.2467191886818356,-2.4139972926104596,1.8922468803386654,6.067333472996485,-1.4634039124429326,-4.633080739113167,-4.381580149601782,-0.4540943377661177,3.214276185331422,921.0
2603,133.0,141.5,Body+,30,abdce,20>5>60,20>60>5,slp<0,-0.21385213201657555,-1.128989010181985,-1.115024342852405,-0.16632591344988007,5.631462129368676,0.5,0.5,0.5333333333333333,0.5666666666666667,0.4666666666666667,0.9266587518372105,0.017953081841084285,0.15592218314689052,1.3725188310476824,7.182436723725723,-1.2494422578709108,-2.2944441851416353,-2.176232740863801,-1.371580943155903,4.422536124632798,135.2
6505,97.8,99.7,Body+,17,badec,20>60>5,60>20>5,slp<0,-0.23237734628222104,0.546218757044567,-0.7510542486943262,-9.122325557837582,-4.678498696233276,0.47058823529411764,0.5294117647058824,0.47058823529411764,0.23529411764705882,0.29411764705882354,0.7941603866900141,1.7210072707000217,0.4680987201343466,-7.365908737223242,-3.2530292670706986,-1.394383692426372,-0.5084108369674258,-1.54959294036275,-10.152868977747996,-5.78812409501054,98.56
2412,115.5,116.5,Body+,841,cabde,5>20>60,5>20>60,slp>0,0.8456422443819076,1.00453188008433,1.197074936165047,1.0934361462279938,2.9452882796669555,0.4887039239001189,0.4887039239001189,0.4803804994054697,0.4447086801426873,0.47919143876337694,2.771822169588977,2.8692801401768375,3.0198275012957674,2.8366000602074353,4.672536917737829,-0.6452451521858368,-0.39637360445186987,-0.16117950997255687,-0.24457466308367654,1.6076554844987254,115.89999999999999
2881,75.0,76.5,None+,796,bcaed,20>5>60,20>5>60,slp<0,-0.08081537298582418,0.0546613681751887,0.7837974749777827,0.7923454613130871,1.7632380229580988,0.4949748743718593,0.4748743718592965,0.5175879396984925,0.48743718592964824,0.49874371859296485,1.352035278706298,1.4193130214631855,2.27840804686162,2.2785406960370285,3.2165496035786036,-1.2144543476642218,-1.1114114580341488,-0.35867311063288265,-0.38234620052303236,0.6557606749003052,75.86
2308,287.5,287.0,None-,1505,badec,20>60>5,20>60>5,slp<0,-0.4189915903294287,-0.9363647300452506,-0.873788942399919,-0.5570130871481224,2.8498852441695894,0.5009966777408638,0.47840531561461797,0.4777408637873754,0.4883720930232558,0.5362126245847176,0.968084548619302,0.3589673049787582,0.37117498115740605,0.7213986420193146,4.240645690774719,-1.4474765389854511,-2.002939358028869,-1.9306188315141317,-1.5391611681860407,1.7016515795802003,289.9
2882,54.5,55.8,Body+,76,bcade,20>60>5,20>60>5,slp<0,-0.8556013182046255,-0.9505038589503764,-1.231849522986267,-0.38045043952247076,4.373830005502126,0.47368421052631576,0.5131578947368421,0.4868421052631579,0.42105263157894735,0.47368421052631576,0.5853033171980435,0.4943638037498284,0.26251010704877914,0.8556933398588789,6.501206464211386,-1.8926523035408498,-2.105998865928152,-2.115712441925016,-1.6453776843985222,3.1822590647885973,54.739999999999995
1303,88.3,88.8,None+,2335,bcade,20>5>60,20>5>60,slp<0,-0.4639876836935856,-0.7335956533330492,-0.04684686477389722,0.3104561670957456,2.503781057066362,0.45610278372591007,0.4526766595289079,0.47366167023554606,0.4663811563169165,0.47366167023554606,1.121302764533725,0.8017861799845478,1.4722722081045172,1.80811903818992,4.118112692636903,-1.637964892197358,-1.9411004248457853,-1.2595772136385972,-0.8613889507999819,1.2522696914210416,86.68
2303,59.3,57.5,None-,4075,cbaed,5>20>60,5>20>60,slp>0,0.42369406845880153,0.7817996741055495,1.0558591511325606,1.7410908912213197,3.9062644960316497,0.4949693251533742,0.5020858895705521,0.4954601226993865,0.4952147239263804,0.5052760736196319,2.2774005847554104,2.6067220441587815,2.827007015565458,3.4783690652543355,5.569582460616469,-0.9657536626955942,-0.5918674167706699,-0.2887064138881568,0.3960975671140385,2.5492883273581404,54.959999999999994
1301,101.0,102.0,Body+,182,abdec,20>60>5,20>60>5,slp<0,-0.4819332739982552,-1.1469085676181165,-0.31955685099836895,0.06994712018058166,2.0801995629925503,0.4340659340659341,0.45054945054945056,0.47802197802197804,0.4725274725274725,0.45054945054945056,0.9925737546965078,0.3534523627411321,1.1571970635042552,1.4828291446897819,3.6591762811041284,-1.5725038698947702,-2.2693668428536946,-1.4368751383709575,-1.0220273158508182,0.9287734417493408,100.69999999999999
2615,223.5,232.0,Body+,172,bcaed,20>5>60,20>5>60,slp<0,-1.124917924165896,-0.8899606367753155,-0.6559531519872901,-0.521146657877574,-0.35142406384699565,0.38372093023255816,0.436046511627907,0.43023255813953487,0.4186046511627907,0.4186046511627907,0.3990030584807551,0.5407693777083149,0.8702644388060882,1.0802502596068775,1.078185285932387,-2.2099550365452547,-2.0433115171053404,-1.8423802044806308,-1.689026899776933,-1.4821074201434004,226.8
