stock,OP,CP,name,total,last,align_y,align_t,slope,5 score,10 score,20 score,30 score,60 score,5 win rate,10 win rate,20 win rate,30 win rate,60 win rate,5 HP,10 HP,20 HP,30 HP,60 HP,5 LP,10 LP,20 LP,30 LP,60 LP,avr5_td
2330,583.0,590.0,1071.0,Empty
2317,111.0,113.0,528.0,Body+,721,badce,20>60>5,20>60>5,slp<0,-0.49376606334899664,-0.8297422590527943,-0.9175244541303867,-0.6654117754352699,1.4466943142014068,0.42857142857142855,0.42163661581137307,0.43966712898751736,0.44382801664355065,0.4868238557558946,0.6444153281008055,0.3156974569423789,0.19093958569966094,0.5282403977570382,2.6833550656019183,-1.3247511985839937,-1.762411553719958,-1.848670607003405,-1.6356104447241149,0.44827266252446585,111.20000000000002
2454,924.0,934.0,66.0,Body2+,100,abedc,60>20>5,60>20>5,slp<0,-0.8841085769092252,-1.4104914442089003,-0.6067504776569207,0.133309542594795,0.12581067137187285,0.32,0.29,0.43,0.42,0.4,0.11720047746654182,-0.415586312580665,0.2612885139758136,1.0781014829615054,1.2706436363379476,-1.9351710592758358,-2.3344493116636524,-1.9641746975191725,-0.8744004009763507,-1.2591457435523739,921.0
2603,133.0,141.5,6172.0,Body+,30,abdce,20>5>60,20>60>5,slp<0,-0.21385213201657555,-1.128989010181985,-1.115024342852405,-0.16632591344988007,5.631462129368676,0.5,0.5,0.5333333333333333,0.5666666666666667,0.4666666666666667,0.9266587518372105,0.017953081841084285,0.15592218314689052,1.3725188310476824,7.182436723725723,-1.2494422578709108,-2.2944441851416353,-2.176232740863801,-1.371580943155903,4.422536124632798,135.2
6505,97.8,99.7,19.0,Body+,98,badec,20>60>5,60>20>5,slp<0,-0.6641283308045008,-1.1068625904703904,-1.0764943146482195,-1.7581421549465073,2.506765576119489,0.3877551020408163,0.42857142857142855,0.45918367346938777,0.4387755102040816,0.45918367346938777,0.38721858228587447,-0.0877646165806836,-0.06312591553582389,-0.6961698806336807,4.000300201631261,-1.3910968339547414,-1.98167117409342,-2.1098978762080516,-2.7346956975181533,1.146861596038162,98.56
2412,115.5,116.5,187.0,Body+,856,cabde,5>20>60,5>20>60,slp>0,0.8234433548766603,1.1895070550358993,1.3192814562293882,1.5747164769364361,3.6790259159536456,0.5315420560747663,0.5175233644859814,0.5105140186915887,0.4941588785046729,0.5058411214953271,2.0742930892842653,2.4420560806839866,2.5151828275668753,2.763001514792257,4.934918080396908,-0.28894543910183773,0.10816536207949048,0.2582548996818521,0.5474977057858038,2.5773802239367347,115.89999999999999
2881,75.0,76.5,619.0,None+,2195,bcaed,20>5>60,20>5>60,slp<0,0.19270320966380242,0.09694537641460223,0.12225988644280718,0.4023701242623774,2.0318084457238688,0.475626423690205,0.47380410022779046,0.4660592255125285,0.4592255125284738,0.4788154897494305,1.3672853575639234,1.2841150994737325,1.282482523700417,1.6013726180521457,3.3260651027536876,-0.8663971311183438,-0.9191691461492479,-0.9467279533150361,-0.663139604291831,0.907360035842529,75.86
2308,287.5,287.0,251.0,None-,3325,badec,20>60>5,20>60>5,slp<0,-0.01798356721088241,-0.2558517056692473,0.14952784006434666,0.6012940590945793,2.2480504717269896,0.5151879699248121,0.4905263157894737,0.5046616541353384,0.5064661654135338,0.5040601503759399,1.0777597385590238,0.8177728810473235,1.21289646349768,1.7297610760658437,3.5052407370126524,-0.9130925174912901,-1.1573029972525397,-0.7804151760594654,-0.36977267821469695,1.235013632822299,289.9
2882,54.5,55.8,197.0,Body+,192,bcade,20>60>5,20>60>5,slp<0,-0.4158571333921244,-0.7837382470400406,-0.20761929392309195,0.37274591294685594,1.7842513960962645,0.46875,0.3854166666666667,0.46875,0.4322916666666667,0.4895833333333333,0.7109693223517536,0.3481170590343848,0.916380932818277,1.4627261262007798,3.3852788011429418,-1.264771421611278,-1.5995445258548926,-1.1254114199105134,-0.5108870331388456,0.811709880253276,54.739999999999995
1303,88.3,88.8,215.0,None+,6244,bcade,20>5>60,20>5>60,slp<0,-0.003042952961446882,-0.1093272315957683,0.2933866918267151,0.6013087480328135,2.221236549094153,0.47549647661755284,0.45403587443946186,0.4713324791800128,0.4674887892376682,0.48078155028827674,1.1631649545942013,1.0708668462153326,1.489683990576744,1.7928204812867663,3.480534989250227,-1.016304457650824,-1.1145740067176786,-0.7542340466503148,-0.44366133106834643,1.117212430707498,86.68
2303,59.3,57.5,15149.0,None-,2994,cbaed,5>20>60,5>20>60,slp>0,0.3956164323934799,0.8375105339825458,1.030277986499984,1.6435927766012932,3.371776275352932,0.4916499665998664,0.5050100200400801,0.48997995991983967,0.4909819639278557,0.49331997327989313,2.241686657657614,2.6685643120577955,2.8125891873730247,3.3805809239572375,5.025804434286551,-1.0059669687952384,-0.5492481903308022,-0.3206409154263161,0.29348858018386553,2.033093262882355,54.959999999999994
1301,101.0,102.0,215.0,Body+,484,abdec,20>60>5,20>60>5,slp<0,-0.34400434294313287,-0.5250335688184833,-0.9897606147461737,-1.255823820903515,1.2864895588793148,0.4297520661157025,0.41735537190082644,0.44008264462809915,0.42355371900826444,0.46487603305785125,0.7683944530223418,0.5973110302525705,0.12540417010491406,-0.04112054273636062,2.610015446455799,-1.2165932226162504,-1.409385368029474,-1.915667297436272,-2.223011417957915,0.20373951175605248,100.69999999999999
